Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
27/10/2017 01:00,5989.22,5990,5925,5940.02,321.09,1913378.26,5959.09
27/10/2017 02:00,5940.54,5964.24,5922.69,5931.27,178.25,1060604.44,5950.25
27/10/2017 03:00,5936.93,5936.93,5892.14,5922.14,210.29,1243707.57,5914.15
27/10/2017 04:00,5925.46,5929.99,5851.16,5875.88,378.02,2224186.79,5883.74
27/10/2017 05:00,5868.8,5905.04,5818.88,5826.02,481.18,2818413.44,5857.35
27/10/2017 06:00,5826.02,5856.87,5788.4,5841.5,552.52,3215011.37,5818.85
27/10/2017 07:00,5840,5900,5834.9,5887.11,448.2,2627744.98,5862.89
27/10/2017 08:00,5897.5,5898,5857.1,5885.1,185.55,1090980.85,5879.64
27/10/2017 09:00,5885.1,5929.7,5885.1,5905.92,399.56,2361689.32,5910.71
27/10/2017 10:00,5915.15,5919,5818.79,5818.79,325.68,1911647,5869.72
27/10/2017 11:00,5838.44,5859.45,5820.16,5839.17,181.18,1058651.65,5842.97
27/10/2017 12:00,5839.17,5839.99,5730.95,5778.99,1044.25,6033114.12,5777.48
27/10/2017 13:00,5776.2,5780.01,5674.06,5740.01,1251.91,7163212.4,5721.85
27/10/2017 14:00,5740.2,5788.4,5718.5,5733.09,1251.54,7196634.04,5750.21
27/10/2017 15:00,5733.09,5767.94,5710.57,5744.73,852.66,4894068.82,5739.77
27/10/2017 16:00,5744.73,5788.4,5744.72,5764.6,379.53,2190456.69,5771.49
27/10/2017 17:00,5764.13,5775.4,5709.56,5722.87,321.39,1846822.62,5746.32
27/10/2017 18:00,5723.67,5730.92,5680.01,5720.71,664.03,3787358.74,5703.56
27/10/2017 19:00,5718.59,5777.78,5716.59,5741.45,449.95,2586804.07,5749.14
27/10/2017 20:00,5741.34,5753.69,5700,5745.86,378.8,2168390.07,5724.34
27/10/2017 21:00,5744.99,5795,5730.95,5749.46,495.49,2860373.87,5772.83
27/10/2017 22:00,5739.95,5780,5725,5777.22,358.34,2060797.38,5750.93
27/10/2017 23:00,5777.22,5783.31,5732.95,5771.89,116.97,673099.8,5754.69
28/10/2017 00:00,5773.03,5846.42,5773.03,5842.36,359.03,2088028.46,5815.83
28/10/2017 01:00,5842.42,5875.66,5817.34,5822.16,229.62,1343398.66,5850.61
28/10/2017 02:00,5818.49,5840,5738,5738,280.84,1626414.5,5791.21
28/10/2017 03:00,5745,5765.71,5725,5725.01,209.37,1202168.29,5741.77
28/10/2017 04:00,5725.02,5770.2,5721.86,5749.51,267.41,1536633.39,5746.44
28/10/2017 05:00,5753.94,5806.95,5749.49,5797.7,232.52,1343190.71,5776.55
28/10/2017 06:00,5792.98,5799,5771.6,5799,46.44,268681.92,5785.43
28/10/2017 07:00,5799,5805.8,5767.29,5799.92,177.52,1027338.92,5787.06
28/10/2017 08:00,5791.22,5796.56,5763.25,5775,67.41,389620.4,5779.5
28/10/2017 09:00,5775,5787.76,5731.76,5738.7,127.15,732114.91,5757.86
28/10/2017 10:00,5738.7,5782.52,5709.4,5728.99,330.41,1895335.91,5736.3
28/10/2017 11:00,5723.33,5729,5674.06,5690.18,769.36,4379187.2,5692
28/10/2017 12:00,5685.14,5710.1,5646.18,5698.12,435.71,2474975.29,5680.32
28/10/2017 13:00,5697.47,5729.8,5674.06,5729.79,232.3,1324890.45,5703.38
28/10/2017 14:00,5729.8,5749.14,5675.51,5696.91,715.02,4087640.73,5716.84
28/10/2017 15:00,5694.14,5700.23,5661,5699.99,228.55,1297633.28,5677.58
28/10/2017 16:00,5698.11,5725.31,5689.62,5710.49,193.33,1102894.67,5704.82
28/10/2017 17:00,5710.54,5730.95,5689,5730.95,278.82,1593363.33,5714.62
28/10/2017 18:00,5730.95,5759.6,5724.6,5740,143.05,821258.19,5741.13
28/10/2017 19:00,5739.99,5782,5738.73,5781.82,162.46,936712.52,5765.63
28/10/2017 20:00,5781.98,5781.98,5702.43,5736.92,233.21,1337638.53,5735.75
28/10/2017 21:00,5737.03,5745.13,5703,5731.24,119.44,683245.49,5720.42
28/10/2017 22:00,5731.14,5749,5712.9,5747.1,41.29,236860.61,5736.28
28/10/2017 23:00,5746.83,5748.99,5720,5730.69,46.03,264246.33,5741.23
29/10/2017 00:00,5731.7,5732.22,5683,5722.64,117.91,672913.14,5706.95
29/10/2017 01:00,5721.43,5730.95,5700,5708.88,54.66,312186.25,5711.91
29/10/2017 02:00,5708.88,5727.11,5685,5714.17,90.53,516341.67,5703.23
29/10/2017 03:00,5714.17,5749.99,5714.17,5749,319.21,1832482.91,5740.61
29/10/2017 04:00,5748.98,5790,5738.57,5776.88,435,2515199.04,5782.12
29/10/2017 05:00,5776.75,5786,5749.32,5780.79,109.07,628403.49,5761.64
29/10/2017 06:00,5775,5790.05,5759.11,5790.04,204.19,1180309.89,5780.51
29/10/2017 07:00,5790.04,5850.01,5790.04,5833.5,795.37,4639763.71,5833.45
29/10/2017 08:00,5818.02,5847.26,5816.96,5830,596.76,3482685.87,5835.96
29/10/2017 09:00,5828.1,5831.67,5781.49,5803.06,242.24,1405185.84,5800.83
29/10/2017 10:00,5800,5815.75,5795,5800.01,383.27,2222773.77,5799.51
29/10/2017 11:00,5800,5855.69,5770.2,5805.9,1161.35,6751666.57,5813.62
29/10/2017 12:00,5805.9,5820.19,5768,5787.96,311.76,1808940.86,5802.43
29/10/2017 13:00,5784.36,5788.4,5755,5780.01,537.52,3099859.96,5766.98
29/10/2017 14:00,5780.01,5816.09,5776.88,5804.14,220.27,1277919.07,5801.62
29/10/2017 15:00,5812,6031.51,5804.01,5986.27,1459.72,8671569.57,5940.57
29/10/2017 16:00,5980.12,6024.03,5934.56,5954.62,1401.28,8373128.71,5975.35
29/10/2017 17:00,5954.62,5996.11,5949.76,5949.96,588.69,3516388.73,5973.29
29/10/2017 18:00,5950.03,5994.06,5940,5967.04,424.75,2535889.21,5970.28
29/10/2017 19:00,5967.04,6145.42,5954.14,6145.39,1305.98,7914464.84,6060.17
29/10/2017 20:00,6145.42,6316.85,6091.91,6193.82,3232.26,20075440.01,6210.96
29/10/2017 21:00,6193.22,6230,6118,6179.22,1058.31,6537013.57,6176.87
29/10/2017 22:00,6189.53,6199,6119.05,6173.47,547.45,3369637.94,6155.15
29/10/2017 23:00,6173,6207.02,6133.01,6137.37,489.09,3021769.68,6178.41
30/10/2017 00:00,6133.01,6169.88,6114.84,6117,416.95,2556004.33,6130.2
30/10/2017 01:00,6117.26,6141.52,6078.03,6141.52,483.7,2950608.47,6100.04
30/10/2017 02:00,6142.54,6142.7,6098.43,6109.75,210.88,1289415.66,6114.39
30/10/2017 03:00,6109.68,6145.42,6085.53,6135.89,301.69,1849775.5,6131.39
30/10/2017 04:00,6145,6172.53,6125.19,6138.85,411.79,2532842.1,6150.85
30/10/2017 05:00,6139.25,6166.24,6109.66,6119.89,281.79,1729863.88,6138.94
30/10/2017 06:00,6112.72,6144,6100,6137.75,138.22,846465.18,6123.84
30/10/2017 07:00,6127.87,6173.91,6096,6134.99,254.86,1563346.46,6134.12
30/10/2017 08:00,6135,6154.23,6114.84,6148.72,341.3,2093959.69,6135.2
30/10/2017 09:00,6148.72,6176.14,6124.99,6158,568.79,3504145.26,6160.67
30/10/2017 10:00,6152.2,6229.77,6151.12,6188.85,706.66,4383063.33,6202.49
30/10/2017 11:00,6191.97,6226.51,6149.99,6165,346.13,2143726.28,6193.33
30/10/2017 12:00,6158.9,6194.46,6107,6148.44,534.83,3279741.2,6132.3
30/10/2017 13:00,6148.43,6176.14,6131.38,6157.64,707.5,4361106.49,6164.08
30/10/2017 14:00,6151,6169.19,6044.11,6084.87,788.92,4803182.16,6088.32
30/10/2017 15:00,6072.01,6106.22,6024.03,6081.09,730.19,4430381.28,6067.44
30/10/2017 16:00,6088.76,6099.35,6054.15,6075.38,329.52,2000825.93,6071.91
30/10/2017 17:00,6076.76,6114.84,6047.08,6114.84,413.04,2510937.83,6079.12
30/10/2017 18:00,6101.03,6144.57,6100.33,6110.01,295.94,1811131.87,6120.02
30/10/2017 19:00,6110.01,6114.99,6059.03,6079.9,455.36,2770330.43,6083.81
30/10/2017 20:00,6078.56,6109.24,6073.87,6098,185.71,1130594.88,6088.11
30/10/2017 21:00,6098,6114.84,6076.95,6087.93,151.67,925240.59,6100.54
30/10/2017 22:00,6080.04,6105,6080.01,6098.99,163.2,994704.41,6095.14
30/10/2017 23:00,6098.99,6141.37,6085.34,6119.99,356,2175686.93,6111.55
31/10/2017 00:00,6120,6150.01,6112.01,6127.99,306.64,1881445.05,6135.65
31/10/2017 01:00,6123.17,6145.41,6114.83,6138,298.99,1833103.43,6131.05
31/10/2017 02:00,6131,6143.98,6109.79,6130,149.55,915910.59,6124.42
31/10/2017 03:00,6129.99,6135,6107.82,6130,176.75,1082860.48,6126.66
31/10/2017 04:00,6130,6144,6122.02,6142.99,138.36,849066.8,6136.85
31/10/2017 05:00,6142.99,6166,6136.97,6153.38,208.56,1282662.95,6150.22
31/10/2017 06:00,6155,6155,6087.55,6105.55,298.48,1828018.6,6124.46
31/10/2017 07:00,6105.44,6118.03,6072.81,6094.99,309.29,1884251.69,6092.26
31/10/2017 08:00,6094.99,6123,6076,6123,366.29,2232838.95,6095.9
31/10/2017 09:00,6123,6166,6115.5,6164.99,478.52,2934883.61,6133.3
31/10/2017 10:00,6160.1,6177.46,6146.02,6168.55,349.55,2156098.11,6168.14
31/10/2017 11:00,6169.99,6234,6166.15,6233.99,654.84,4059676.73,6199.45
31/10/2017 12:00,6232,6238.06,6181.14,6200,586.79,3646968.24,6215.07
31/10/2017 13:00,6200,6351,6193.07,6344,1204.25,7560505.39,6278.2
31/10/2017 14:00,6343.99,6420,6269.25,6351.1,3245.41,20611619.13,6351
31/10/2017 15:00,6358.6,6398,6330,6370.67,977.4,6222124.83,6366.03
31/10/2017 16:00,6370.68,6395,6334.32,6358.54,809.56,5150728.3,6362.38
31/10/2017 17:00,6358.52,6363.76,6312,6357.4,451.88,2865760.25,6341.84
31/10/2017 18:00,6355.85,6360,6320,6335.81,456.97,2896307.12,6338.12
31/10/2017 19:00,6335.8,6350,6280.99,6343.37,427.42,2699228.48,6315.22
31/10/2017 20:00,6343.37,6369.99,6341.6,6367,173.72,1104634.64,6358.6
31/10/2017 21:00,6366.94,6400,6362.56,6400,706.99,4509024.09,6377.8
31/10/2017 22:00,6399.15,6413.91,6365.32,6379.91,217.93,1393741.85,6395.42
31/10/2017 23:00,6379.87,6449.78,6369.11,6434.21,429.2,2753018.66,6414.32
01/11/2017 00:00,6434.24,6440.05,6355.72,6365.52,388.86,2483344.47,6386.15
01/11/2017 01:00,6365.52,6395,6359.01,6384.99,127.44,813593.83,6384.06
01/11/2017 02:00,6386.81,6400,6378.89,6400,150.49,961956.93,6392.23
01/11/2017 03:00,6400,6427.55,6400,6404.33,156.71,1005526.02,6416.46
01/11/2017 04:00,6408.37,6408.47,6340.01,6357.99,293.53,1868800.07,6366.69
01/11/2017 05:00,6358,6395.58,6350,6382.86,204.28,1302886.26,6377.83
01/11/2017 06:00,6382.86,6395.58,6361,6395.58,149.95,957431.87,6384.9
01/11/2017 07:00,6395.58,6400,6360,6393.39,291.46,1861129.82,6385.51
01/11/2017 08:00,6393.4,6452.1,6386,6451.02,495.66,3190632.21,6437.19
01/11/2017 09:00,6449.8,6549.99,6437.42,6538,1150.18,7483195.48,6506.09
01/11/2017 10:00,6538,6589.86,6504.51,6578.98,906.97,5943923.4,6553.63
01/11/2017 11:00,6579,6591,6535,6546.36,858.67,5638497.1,6566.51
01/11/2017 12:00,6550,6550,6451,6502,632.89,4111333.29,6496.15
01/11/2017 13:00,6501.75,6524.45,6470,6500.8,408.1,2651530.75,6497.32
01/11/2017 14:00,6490.01,6557.07,6490.01,6557.07,465.83,3042165.2,6530.64
01/11/2017 15:00,6557.07,6564.57,6526.46,6564.56,413.54,2706731.1,6545.26
01/11/2017 16:00,6560.54,6622.81,6545.65,6589.9,1454.85,9584077.68,6587.66
01/11/2017 17:00,6589.89,6618,6557.07,6605,590.09,3889426.51,6591.27
01/11/2017 18:00,6605,6609,6565.83,6592.63,387.09,2550903.39,6590.01
01/11/2017 19:00,6585.19,6618.65,6565.97,6595.94,288.67,1902357.84,6590.12
01/11/2017 20:00,6594.99,6595.94,6524.45,6568.67,697.6,4567799.17,6547.83
01/11/2017 21:00,6560.08,6589.86,6555.77,6578.3,247.04,1625647.31,6580.55
01/11/2017 22:00,6575.45,6669.78,6573.31,6655.34,847.49,5625287.47,6637.6
01/11/2017 23:00,6666.27,6756.36,6627.24,6741.59,1359.83,9123250.15,6709.1
02/11/2017 00:00,6745.04,6850,6737.44,6800,1273.65,8647856.26,6789.8
02/11/2017 01:00,6810.4,6915.26,6793,6801.02,933.7,6403148.68,6857.82
02/11/2017 02:00,6810.68,6819,6722.65,6797.55,436.51,2957234.26,6774.76
02/11/2017 03:00,6797.56,6858.11,6756.59,6850.59,650.08,4429526.22,6813.85
02/11/2017 04:00,6854.47,6857.45,6794.05,6819.93,502.48,3425996.74,6818.19
02/11/2017 05:00,6820,6883.11,6809.83,6846.92,678.49,4641247.49,6840.55
02/11/2017 06:00,6846.92,6926.86,6833.89,6926.86,629.67,4342400.56,6896.35
02/11/2017 07:00,6926.86,6942,6858.11,6905.99,874.78,6033601.46,6897.31
02/11/2017 08:00,6905.99,6948.64,6886.19,6948.64,445.94,3082740.89,6912.85
02/11/2017 09:00,6948.64,6990,6929.35,6983.48,1447.36,10078086.41,6963.07
02/11/2017 10:00,6983.48,7187,6978.21,7173.05,1948.27,13789302.1,7077.73
02/11/2017 11:00,7179.96,7354.1,6700,6950,4993.83,35167433.26,7042.18
02/11/2017 12:00,6963.33,7058.93,6720.45,6979.87,1758.05,12146839.09,6909.27
02/11/2017 13:00,6979.86,7192.65,6941,7117,1896.47,13464663.17,7099.84
02/11/2017 14:00,7117,7159.99,6971.78,7022,1197.53,8463456.5,7067.44
02/11/2017 15:00,7022,7110,7010.01,7075,1009.14,7129544.46,7064.99
02/11/2017 16:00,7075,7080,6930,6956.93,709.64,4977260.42,7013.82
02/11/2017 17:00,6947.1,7010,6876,6986.93,1177.6,8151445.27,6922.09
02/11/2017 18:00,6986.93,6990.16,6822,6866.01,1051.44,7251758.02,6896.95
02/11/2017 19:00,6870.79,6985,6863.05,6974.49,465.06,3222940.98,6930.16
02/11/2017 20:00,6975,7129.83,6945,7036,1126.18,7945700.4,7055.43
02/11/2017 21:00,7049.68,7098.56,7033.68,7080,538.86,3803127.94,7057.74
02/11/2017 22:00,7080,7100,7031.29,7031.31,337.64,2384076.73,7061.06
02/11/2017 23:00,7031.29,7089.99,6996.31,7030,432.29,3039875.02,7031.96
03/11/2017 00:00,7030,7048.54,6962.51,6979.51,555.52,3890074.87,7002.55
03/11/2017 01:00,6974.11,7009.78,6925.22,7000,518.03,3611243.9,6971.05
03/11/2017 02:00,7000,7050,6986.75,7049.9,250.72,1763054.57,7032.08
03/11/2017 03:00,7040.77,7242,7040.77,7199.75,1047.25,7489013.45,7151.11
03/11/2017 04:00,7200.13,7282,7172.97,7216.5,664.03,4802156.71,7231.79
03/11/2017 05:00,7216.67,7243,7137.29,7230.42,379.01,2723769.18,7186.49
03/11/2017 06:00,7234.99,7275,7185.6,7203,494.92,3575578.15,7224.6
03/11/2017 07:00,7205.69,7345,7199.41,7322,775.8,5646702.59,7278.53
03/11/2017 08:00,7334.54,7454.16,7280,7410.32,1325.05,9768756.26,7372.34
03/11/2017 09:00,7410,7500,7327.28,7411.51,884.98,6549032.72,7400.23
03/11/2017 10:00,7387.03,7480.01,7380.33,7425,567.49,4217877.54,7432.46
03/11/2017 11:00,7422,7422,7250,7317.5,711.47,5206029.67,7317.27
03/11/2017 12:00,7317.5,7337.3,7270,7317.98,297.68,2171654.19,7295.34
03/11/2017 13:00,7309.57,7330.82,7175,7220,1048.03,7581895.3,7234.4
03/11/2017 14:00,7218.03,7317.5,7159,7290.94,850.97,6152848.34,7230.39
03/11/2017 15:00,7290.93,7370,7271,7343.86,776.06,5686209.23,7327
03/11/2017 16:00,7343.99,7350.05,7275.16,7294.81,956.2,6996175.23,7316.66
03/11/2017 17:00,7291.53,7304.7,7252,7285.1,727.32,5292315.09,7276.43
03/11/2017 18:00,7295.4,7347.91,7285.1,7339.98,301.3,2208055.01,7328.53
03/11/2017 19:00,7340,7345,7256.27,7294,362.73,2645986.14,7294.69
03/11/2017 20:00,7295.12,7315.81,7227.01,7227.01,734.15,5334526.44,7266.23
03/11/2017 21:00,7227.01,7251.93,7131.81,7179.08,1263.26,9071108.63,7180.69
03/11/2017 22:00,7177.44,7240.82,7150.61,7192.2,320.7,2308631.74,7198.66
03/11/2017 23:00,7192.26,7216.18,7146.82,7146.82,187.09,1344849.18,7188.29
04/11/2017 00:00,7145.24,7169.68,7005.1,7099.59,1309.92,9255126.17,7065.39
04/11/2017 01:00,7098.93,7114.46,6994,7114.46,732.53,5147046.42,7026.38
04/11/2017 02:00,7097.97,7189.21,7097.97,7135,286.6,2047241.91,7143.11
04/11/2017 03:00,7134.99,7203.13,7115.01,7198.98,153.71,1100074.19,7156.87
04/11/2017 04:00,7203.03,7250.94,7183.62,7239.82,309.65,2235037.81,7218.04
04/11/2017 05:00,7232.63,7244.76,7169.58,7182.48,78.84,568098.31,7205.96
04/11/2017 06:00,7174.67,7197.97,7135.23,7154.52,82.62,591339.48,7157.74
04/11/2017 07:00,7147.14,7260,7139.02,7242.43,135.42,977619.4,7218.99
04/11/2017 08:00,7234.62,7242.41,7165.17,7174.66,99.22,715249.91,7208.96
04/11/2017 09:00,7174.29,7200,7131.81,7138.87,149.67,1071455.83,7158.63
04/11/2017 10:00,7140.29,7167.68,7083.52,7148.53,203.77,1451996.89,7125.61
04/11/2017 11:00,7146.07,7170,7104.02,7124.97,433.22,3088665.62,7129.55
04/11/2017 12:00,7120.76,7200,7120.76,7200,385.11,2751546,7144.82
04/11/2017 13:00,7192.5,7329.28,7183.61,7329.27,732.52,5322404.27,7265.91
04/11/2017 14:00,7329.99,7350.36,7288.96,7321.62,334.23,2450911.83,7333.09
04/11/2017 15:00,7321.63,7345,7285.32,7334.78,333.16,2437598.24,7316.65
04/11/2017 16:00,7344.99,7421.38,7336.45,7359.75,533.32,3941481.77,7390.5
04/11/2017 17:00,7359.75,7383.4,7305.01,7353.55,190.45,1398490.42,7343.12
04/11/2017 18:00,7353.56,7372.25,7332.01,7350.1,108.38,796498.67,7349.39
04/11/2017 19:00,7352.17,7458,7334.74,7458,516.74,3821961.73,7396.25
04/11/2017 20:00,7451.47,7569.9,7407.86,7450.02,959.28,7186651.7,7491.73
04/11/2017 21:00,7472.88,7488,7430.84,7449.97,228.55,1703813.55,7454.89
04/11/2017 22:00,7449.81,7449.99,7370,7415.46,372.62,2759887.91,7406.68
04/11/2017 23:00,7413.46,7445.48,7339.47,7388.83,530.6,3910079.38,7369.22
05/11/2017 00:00,7388.79,7388.79,7275.16,7330.04,633.44,4635590.89,7318.14
05/11/2017 01:00,7329.92,7419.35,7327.98,7393.37,180.94,1337502.96,7391.82
05/11/2017 02:00,7388.84,7397.78,7316.15,7356.77,246.7,1811499.67,7342.88
05/11/2017 03:00,7356.77,7421.17,7330.64,7400.7,130.41,963692.94,7389.64
05/11/2017 04:00,7400.7,7421.39,7378.74,7421.38,79.83,590939.02,7402.54
05/11/2017 05:00,7421.38,7458,7412.22,7451.73,240.82,1790109.64,7433.4
05/11/2017 06:00,7451.72,7490.14,7438.56,7475,258.47,1928714.66,7462.08
05/11/2017 07:00,7474.91,7475,7347.91,7429.99,349.97,2586132.25,7389.56
05/11/2017 08:00,7420.68,7448,7414.14,7444.44,101.58,754916.5,7431.84
05/11/2017 09:00,7441.8,7480,7386.6,7435.25,289.33,2151955.7,7437.63
05/11/2017 10:00,7421.42,7464.23,7395,7463.5,157.17,1166875.18,7424.14
05/11/2017 11:00,7463.49,7577,7440,7547.78,823.44,6192872.81,7520.75
05/11/2017 12:00,7547.58,7577,7475.58,7543.54,422.89,3184096.26,7529.3
05/11/2017 13:00,7533.99,7589.98,7498.84,7571,381.62,2883624.15,7556.18
05/11/2017 14:00,7576.61,7590,7522.41,7539.48,285.05,2154240.95,7557.48
05/11/2017 15:00,7551.06,7563.17,7475,7512,498.15,3738791.53,7505.28
05/11/2017 16:00,7512.1,7552.42,7476,7482.16,334.01,2507716.52,7507.83
05/11/2017 17:00,7495,7529.23,7473.01,7500.11,183.99,1377685.57,7487.8
05/11/2017 18:00,7513,7563.17,7496.95,7528,306.08,2304143.67,7527.93
05/11/2017 19:00,7528,7570.56,7521,7570,307.02,2318701.32,7552.32
05/11/2017 20:00,7570,7570.56,7475,7534.78,436.31,3279778.51,7517.14
05/11/2017 21:00,7524.13,7539.97,7314,7348.5,1308.26,9692034.92,7408.36
05/11/2017 22:00,7348.5,7421.39,7302.33,7351.59,638.31,4706704.42,7373.66
05/11/2017 23:00,7343.86,7394.98,7280,7372.72,624.52,4572831.79,7322.15
06/11/2017 00:00,7373.3,7413,7288.51,7349.99,386.31,2836451.08,7342.42
06/11/2017 01:00,7349.98,7369.97,7304.82,7351.51,304.37,2234833.33,7342.38
06/11/2017 02:00,7351.59,7388.59,7300,7327.49,267.2,1962598.89,7345.02
06/11/2017 03:00,7315.21,7326.8,7200,7227.39,823.57,5959097.47,7235.67
06/11/2017 04:00,7213.03,7232.98,7073.95,7188.5,1033.84,7387664.67,7145.87
06/11/2017 05:00,7188.5,7336.44,7186.7,7289.2,568.55,4125946.52,7256.93
06/11/2017 06:00,7290.16,7334.96,7249.33,7307.5,526.36,3840145.67,7295.63
06/11/2017 07:00,7309.73,7324.65,7223.8,7293.25,503.81,3662153,7268.87
06/11/2017 08:00,7292.92,7400,7277,7350.05,626.22,4604210.56,7352.43
06/11/2017 09:00,7350.04,7350.04,7275.16,7326.11,685.16,5005313.73,7305.3
06/11/2017 10:00,7315.1,7334.18,7250,7314.61,435.11,3172157.43,7290.53
06/11/2017 11:00,7314.61,7351.64,7290,7316,429.94,3151484.59,7330.1
06/11/2017 12:00,7316,7421.39,7296.31,7417.87,684.84,5052559.37,7377.72
06/11/2017 13:00,7416.96,7417.91,7322.87,7349.38,435.81,3208907.87,7363.1
06/11/2017 14:00,7349.38,7349.98,7231.76,7280.65,1135.61,8279213.74,7290.55
06/11/2017 15:00,7280.01,7280.01,7205,7270.1,659.08,4766723.16,7232.43
06/11/2017 16:00,7267.02,7280.66,7131.81,7168.16,1033.11,7431436.25,7193.25
06/11/2017 17:00,7168.23,7179.71,7030.33,7117.9,1824.71,12929010.65,7085.51
06/11/2017 18:00,7117.86,7131.81,6961.5,7001.17,1667.17,11735339.51,7039.09
06/11/2017 19:00,7000.01,7049.86,6932.14,7032,1637.98,11415551.77,6969.31
06/11/2017 20:00,7032,7150,7010.49,7112.87,1135.28,8062008.93,7101.32
06/11/2017 21:00,7112.54,7149.36,7061.2,7134.39,497.24,3533738.67,7106.76
06/11/2017 22:00,7132.92,7174.31,6955.1,6968.08,1188.28,8379570.24,7051.85
06/11/2017 23:00,6968.08,7013.37,6922.07,6967.68,833.58,5806274.67,6965.47
07/11/2017 00:00,6967.64,7096.99,6945,7071.97,540.28,3796516.03,7026.88
07/11/2017 01:00,7076.03,7129.99,7031.95,7057.51,246.59,1746513.12,7082.8
07/11/2017 02:00,7057.1,7098.88,6991.29,7085.85,286.21,2013027.89,7033.46
07/11/2017 03:00,7085.85,7158,7073.71,7135,368.06,2622538.73,7125.37
07/11/2017 04:00,7135,7200,7092.98,7200,252.14,1801745.43,7145.91
07/11/2017 05:00,7200,7204.26,7102.8,7131.56,721.6,5175934.07,7172.9
07/11/2017 06:00,7131.56,7203.13,7076.95,7203.13,556.01,3980312.52,7158.77
07/11/2017 07:00,7203.13,7203.13,7147.84,7180,249.65,1790823.76,7173.41
07/11/2017 08:00,7182.89,7203.13,7150,7201,328.11,2356387.75,7181.64
07/11/2017 09:00,7201,7218.01,7131.81,7153.52,471.27,3381308.4,7174.88
07/11/2017 10:00,7153.52,7177.45,7130,7160,445.45,3185209.16,7150.6
07/11/2017 11:00,7151.63,7203.13,7143.25,7195,445.59,3200248.01,7182.09
07/11/2017 12:00,7194.8,7244.69,7176.31,7209.52,810.7,5845873.73,7210.86
07/11/2017 13:00,7184,7207.98,7048,7067.5,982.82,6976107.1,7098.03
07/11/2017 14:00,7068.01,7089,6970,7016,865.31,6080617.02,7027.13
07/11/2017 15:00,7023.24,7061.2,7000,7051,594.77,4180636.05,7028.97
07/11/2017 16:00,7051.01,7061.1,6956.88,6988.06,517.43,3620134.19,6996.41
07/11/2017 17:00,6977.67,7100,6977.67,7092.88,468.01,3291891.22,7033.78
07/11/2017 18:00,7095.44,7124,7058.71,7108.89,360.89,2559982.51,7093.45
07/11/2017 19:00,7113.84,7131.81,7054.49,7085.49,620.64,4407713.44,7101.88
07/11/2017 20:00,7085.5,7095.49,6993,7033.82,541.98,3812152.7,7033.72
07/11/2017 21:00,7024.74,7076,7010.65,7074.28,267.54,1882389.57,7035.84
07/11/2017 22:00,7074.05,7081.98,7041.01,7080,136.19,962787.58,7069.68
07/11/2017 23:00,7080,7148.61,7079.89,7130.28,557.04,3962149.6,7112.86
08/11/2017 00:00,7131.38,7140,7083,7116.7,380.91,2705228.19,7102.08
08/11/2017 01:00,7116.48,7347.91,7083.2,7304.17,1313.76,9533171.85,7256.43
08/11/2017 02:00,7305.99,7336.67,7270,7315.63,444.86,3246535.8,7297.87
08/11/2017 03:00,7317.12,7379,7313.64,7363.13,628.42,4623928.53,7358.07
08/11/2017 04:00,7362.88,7377.97,7298.24,7377.96,398.03,2917214.83,7329.17
08/11/2017 05:00,7377.97,7430,7341.84,7427.77,562.71,4159212.33,7391.41
08/11/2017 06:00,7427.77,7450,7359.95,7411.61,590,4376719.61,7418.14
08/11/2017 07:00,7411.6,7419.82,7347.91,7355.22,569.69,4197392.54,7367.82
08/11/2017 08:00,7355.22,7414.62,7347.91,7391.99,493.31,3643818.31,7386.4
08/11/2017 09:00,7391.99,7410.91,7349.65,7377.98,359.74,2653570.46,7376.32
08/11/2017 10:00,7378,7399.94,7365,7379.99,274.84,2028551.56,7380.75
08/11/2017 11:00,7365.89,7490.58,7365.89,7450.01,631.28,4701286.29,7447.19
08/11/2017 12:00,7450,7529.56,7433.53,7474,684.53,5127144.13,7489.98
08/11/2017 13:00,7474,7499.99,7429.46,7472.75,535.64,4004177.17,7475.49
